,person_ctry_code,year,total,B60L,H01M,F03D,H01L,RTA_B60L,RTA_H01M,RTA_F03D,RTA_H01L
61,EE,2001,263.11978022,0.0,0.163636363636,0.0,1.87777777778,0.0,0.0282099905984,0.0,0.0695312984188
62,EE,2004,434.689213564,2.33333333333,1.65619834711,1.0,6.05242424242,2.18299659413,0.172826407466,0.569946887581,0.135656353981
63,EE,2007,533.007947125,0.5,8.0,2.66666666667,8.86618357488,0.381497289313,0.680820966525,1.23950504264,0.162066284889
64,EE,2010,897.306739864,0.5,1.66666666667,7.83333333333,6.21014492754,0.226612682127,0.0842528186493,2.16281278305,0.0674295789219
65,ES,1998,21707.775555,12.5952380952,41.3166666667,27.7666666667,32.3474867725,0.235964242302,0.086334936313,0.316899587691,0.0145182698157
66,ES,2001,26347.7097204,16.8928571429,40.2463203463,90.9083333333,46.9433315751,0.260744631742,0.0692883036456,0.854818821009,0.0173588392009
67,ES,2004,28460.5574256,14.6964285714,31.7031746032,88.5103896104,55.5755183244,0.210002054156,0.050528449272,0.77048484467,0.0190252232609
68,ES,2007,32585.4585383,7.52380952381,67.6204834055,272.181442577,140.466018205,0.0939007566971,0.0941306491271,2.06941658273,0.0419988188657
69,ES,2010,31218.4691218,41.4382936508,44.3815656566,370.971358826,215.200450832,0.539815558665,0.0644863261626,2.94402862504,0.0671616282126
70,FI,1998,24824.1273917,2.1,16.6416666667,20.8333333333,126.779599567,0.03440332673,0.0304088115172,0.207920840166,0.0497582418205
71,FI,2001,32924.3764138,1.5,31.9839133089,14.5307692308,95.2338021701,0.0185280125997,0.0440646840616,0.109341316212,0.0281814417382
72,FI,2004,30707.9142953,3.14285714286,27.9137057387,11.7253968254,189.137038055,0.0416226241614,0.0412328918848,0.0945998569717,0.0600089331259
73,FI,2007,27943.8827174,5.48849206349,52.6176948052,32.6902319902,228.593817906,0.0798769414778,0.0854125497971,0.28983077812,0.0797016611774
74,FI,2010,22203.2205109,11.8672619048,94.1993746994,31.9944444444,233.480587336,0.217365038047,0.192445901755,0.357002988251,0.102452945069
75,FR,1998,137668.918156,79.1038059163,433.500500361,48.2583333333,1286.21202207,0.233677348484,0.142833580368,0.0868459698143,0.0910261777743
76,FR,2001,158285.585031,143.566100566,427.167068335,66.6388888889,1893.78569012,0.368863493681,0.12241454357,0.104303680051,0.116567936023
77,FR,2004,156577.192685,146.25009374,713.625086468,87.6821428571,2340.8738058,0.379859320844,0.2067370075,0.138738151175,0.145659609625
78,FR,2007,160619.545923,169.37281746,972.2573851,100.811111111,2617.68707929,0.428845102439,0.274574041389,0.155497445076,0.158784818705
79,FR,2010,142059.700707,258.717756345,1001.07415088,197.526424964,3157.56653389,0.740645651686,0.31964798514,0.344482812447,0.216556516621
80,GB,1998,95368.786653,30.9813492063,276.850357906,17.3428571429,557.075612883,0.132114110828,0.131678676015,0.0450534071036,0.0569111722746
81,GB,2001,114050.970711,24.1353174603,520.826839604,36.0702380952,1063.30840112,0.0860615505002,0.207143347206,0.0783543790281,0.0908343057447
82,GB,2004,111571.390204,15.608958634,501.720587817,108.96007215,1269.40032723,0.0568952777217,0.203979112135,0.241951204048,0.11084992494
83,GB,2007,107131.855477,25.7340094123,588.287744473,174.603099678,1436.39105971,0.0976886178953,0.249085125324,0.403781644638,0.130630235125
84,GB,2010,89600.119795,53.4672438672,460.627063614,322.163967236,1441.3920898,0.24268019981,0.233194057851,0.890802904539,0.156733988697
85,GR,1998,760.825270563,0.0,0.342857142857,1.0,3.88805916306,0.0,0.0204411296016,0.325632932977,0.0497894785208
86,GR,2001,869.016995003,0.0,8.25714285714,0.0,9.9730952381,0.0,0.431000870928,0.0,0.111812752453
87,GR,2004,1118.30002914,0.0,1.45751730568,5.0,9.24628427128,0.0,0.059119670242,1.10770704588,0.0805561212972
88,GR,2007,1316.99685073,0.0714285714286,7.92441447441,4.75,18.4392085538,0.0220567928463,0.272934895689,0.893556715752,0.136410305599
89,GR,2010,2423.97743906,1.82063492063,11.8826388889,31.8166666667,18.1783730159,0.305456542496,0.222362191208,3.25191626852,0.0730661256536
90,HR,1998,734.055555556,0.0,0.0,2.0,0.0,0.0,0.0,0.675016386596,0.0
91,HR,2001,1139.72251082,1.0,0.0,10.25,3.46203703704,0.356825604619,0.0,2.22811698491,0.0295952644822
92,HR,2004,1552.63856545,0.0,0.133333333333,8.75,2.83333333333,0.0,0.00389533655591,1.39621060959,0.0177793935696
93,HR,2007,1170.30775152,0.0,2.33333333333,5.0,7.06904761905,0.0,0.0904384942335,1.05848125852,0.0588505420848
94,HR,2010,910.301354201,1.0,1.0,11.6666666667,3.81666666667,0.446755541058,0.0498300623267,3.17522752648,0.0408496824757
95,HU,1998,3860.25223531,1.33333333333,13.1666666667,8.0,1.93055555556,0.140468255866,0.154716551563,0.513437463117,0.00487254953224
96,HU,2001,4789.29191181,1.5,8.70833333333,3.5,8.18333333333,0.127372328157,0.0824784242353,0.181054776185,0.0166474828131
97,HU,2004,4871.32784965,4.475,11.75,12.8333333333,10.9406746032,0.373594794873,0.109412546586,0.652687605333,0.0218819682741
98,HU,2007,4403.72269954,5.5,6.71180555556,17.0,11.5468420468,0.507922980108,0.0691346902893,0.956405814143,0.0255465879479
99,HU,2010,3971.34710908,3.875,10.8928571429,34.1666666667,15.1371031746,0.396815836302,0.124417244783,2.13146405548,0.0371359523223
100,ID,1998,246.273412698,0.0,2.0,0.0,0.858333333333,0.0,0.368374098681,0.0,0.0339569044048
101,ID,2001,311.775987025,0.0,0.933333333333,0.0,5.45476190476,0.0,0.135790920715,0.0,0.170460115337
102,ID,2004,174.021861472,0.0,0.35,0.0,12.8114718615,0.0,0.0912306677523,0.0,0.717273620907
103,ID,2007,242.412121212,0.0,0.244412878788,0.0,31.92562981,0.0,0.0457347567653,0.0,1.28314218625
104,ID,2010,260.089809707,0.0,0.0763888888889,1.0,27.1782257095,0.0,0.013322430869,0.952554675691,1.01809289374
105,IE,1998,3872.37330538,0.0,1.275,2.16666666667,21.9765843812,0.0,0.014935149917,0.138620714928,0.0552933138935
106,IE,2001,5466.42904275,2.07407407407,3.59027777778,3.83333333333,42.6965325311,0.154303467022,0.0297920888893,0.17373452075,0.0760989270327
107,IE,2004,5873.26296406,0.0,5.70279839208,1.53571428571,103.19915202,0.0,0.0440438415618,0.0647804899425,0.171193126972
108,IE,2007,6981.40406728,0.0833333333333,16.6984126984,2.25,91.6923643164,0.00485435033438,0.108494827805,0.0798459685737,0.127961711028
109,IE,2010,6776.35577035,2.16666666667,18.7182539683,32.4722222222,110.170806878,0.130032238602,0.125298466421,1.18721414218,0.15840174916
110,IL,1998,10374.1511647,0.658333333333,76.0251881932,1.83333333333,110.921726409,0.0258076470047,0.332415718213,0.0437826569204,0.1041726448
111,IL,2001,17163.2786808,1.0,101.621282803,2.0,207.576761312,0.023694900117,0.268572188354,0.0288697479012,0.117833321395
112,IL,2004,19592.410023,0.4,85.6877888798,7.86904761905,228.775874372,0.00830285143163,0.198384480473,0.0995056091046,0.113765873283
113,IL,2007,25034.2696616,3.60555555556,99.6700735576,12.0119047619,316.03411057,0.0585723167367,0.180595311793,0.118874910841,0.122995345245
114,IL,2010,22241.5240095,14.7135281385,54.2455636956,34.3345238095,373.112836251,0.26903415469,0.110630863851,0.382454465745,0.163442610482
115,IN,1998,1831.85914725,0.306666666667,2.9537037037,0.2,32.9509594527,0.0680815808833,0.0731394128041,0.0270489971577,0.175253067888
116,IN,2001,4990.92506951,0.0,3.14196248196,2.0,88.0633572228,0.0,0.0285559468089,0.0992800977315,0.171911064769
117,IN,2004,10654.504544,0.593055555556,30.9473384948,0.775,119.539755771,0.022636915837,0.131754866532,0.0180211164739,0.109312228261
118,IN,2007,14268.8033495,1.4755952381,28.5337564442,9.44880952381,246.644435603,0.0420566647885,0.0907085065127,0.164060031906,0.168412146576
119,IN,2010,18235.5873391,21.1444444444,60.2553714639,50.7166269841,359.668643266,0.471554245841,0.14988308778,0.689039083283,0.192164191418
120,IT,1998,53052.7333376,32.1166666667,177.739464286,13.75,589.956919446,0.246194210941,0.151968200845,0.0642108152646,0.108343329314
121,IT,2001,64404.193596,32.2452380952,181.261932512,7.5,656.712062977,0.203613504001,0.12766418535,0.0288509665097,0.0993460236311
122,IT,2004,62865.8970862,15.8556709957,280.625653488,49.2520833333,529.348146465,0.102571013061,0.202483142152,0.19409874995,0.0820381619345
123,IT,2007,59790.7134051,30.943523606,225.931240131,64.6952380952,564.102103918,0.210470468327,0.171403296429,0.268072231939,0.091920764171
124,IT,2010,44314.7474516,20.2279220779,134.989357864,126.121167027,568.119850709,0.185634259466,0.138174490548,0.705103632666,0.124905432524
125,JP,1998,305748.633989,282.644498043,3332.09665908,6.75952380952,17311.5081873,0.375950915757,0.494344475314,0.00547727853756,0.551645426634
126,JP,2001,379322.805868,362.092657347,5489.2495827,37.6050685426,23600.2095491,0.388209268753,0.656418242971,0.0245612621365,0.606172942045
127,JP,2004,457160.835054,505.771472791,7768.95267967,197.972743923,32658.2858296,0.449925335552,0.770850357304,0.10728762591,0.696007645629
128,JP,2007,534526.842275,867.556928743,10482.7976506,172.553415103,40470.7006876,0.66006028129,0.889578550922,0.0799774015937,0.73766783414
129,JP,2010,452720.893834,1040.79928647,10087.3809128,691.771421634,37848.1223249,0.934956884712,1.01070520316,0.378569244359,0.814523168988
130,KR,1998,151925.156702,109.073809524,797.322661489,14.75,15856.3527856,0.291975173492,0.238057042584,0.0240533503686,1.01686488154
131,KR,2001,253407.262645,140.100396825,1621.9807001,118.4,22401.2832563,0.224840966938,0.290337574139,0.115756635352,0.861278253784
132,KR,2004,231225.781191,163.900209235,2459.3626321,117.575,22542.6091808,0.288269297096,0.482461801149,0.125977208907,0.949855558122
133,KR,2007,438190.786741,338.634506735,7220.84825359,321.540079365,44022.0733152,0.314284602883,0.747483474389,0.181796334605,0.978806608168
134,KR,2010,445521.850353,746.73664843,6184.75155012,1265.13492063,37325.2072841,0.68163768705,0.629694454579,0.703527510923,0.816249374718
135,LT,1998,382.241883117,0.0,0.0,0.5,1.23333333333,0.0,0.0,0.324074591612,0.0314363300183
136,LT,2001,275.778213453,0.0,0.0,0.8,0.966666666667,0.0,0.0,0.718692782099,0.0341512363971
137,LT,2004,370.877886003,0.0,1.0,0.8,1.86588966589,0.0,0.122305413528,0.534407196948,0.0490167669375
138,LT,2007,323.813776866,0.0,0.0,1.0,5.13226773227,0.0,0.0,0.765099517178,0.15442002688
139,LT,2010,423.479072682,0.166666666667,0.166666666667,11.6666666667,7.55731292517,0.160055990271,0.0178522687196,6.82539965659,0.173870176085
140,LU,1998,1700.62282162,0.5,23.5015873016,0.0,4.20833333333,0.119568598296,0.626853149101,0.0,0.0241096980448
141,LU,2001,2312.36745477,0.0,22.9136243386,0.0,2.6005952381,0.0,0.449483298853,0.0,0.0109573505683
142,LU,2004,2213.19849025,0.0,14.4411221054,1.40625,10.4726190476,0.0,0.295976475333,0.157418373287,0.0461025112603
143,LU,2007,2375.59222722,0.283333333333,15.2555555556,9.1875,24.8144444444,0.0485043748892,0.29129481301,0.958161478119,0.10177059247
144,LU,2010,2513.46128039,0.405555555556,12.7047619048,19.1965277778,16.6497420635,0.0656195567073,0.229282522121,1.89218559686,0.0645394042863
145,LV,1998,542.670634921,0.0,5.5,13.1916666667,0.766666666667,0.0,0.459730150543,6.02249706831,0.0137644829338
146,LV,2001,392.643082159,0.0,3.0,21.5,0.0,0.0,0.346577148131,13.5660608203,0.0
147,LV,2004,427.213095573,1.0,0.5,11.0,0.0,0.95194219989,0.053088697053,6.37912890765,0.0
148,LV,2007,338.917752101,1.0,0.0,0.0,0.025,1.19994356006,0.0,0.0,0.000718679626427
149,LV,2010,318.131836146,0.0,0.0,16.0,3.41666666667,0.0,0.0,12.4602311966,0.104636961657
150,MT,1998,53.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,MT,2001,106.266666667,0.0,0.0833333333333,0.0,0.129166666667,0.0,0.0355711835131,0.0,0.0118424902565
152,MT,2004,125.033333333,0.0,0.666666666667,0.0,0.366666666667,0.0,0.241857495153,0.0,0.0285716461548
153,MT,2007,276.927777778,0.0,10.6966666667,0.0,3.54761904762,0.0,1.75209867374,0.0,0.124813079693
154,MT,2010,350.345609946,0.0,2.19428571429,0.533333333333,5.60714285714,0.0,0.284101230661,0.377151029997,0.155931760847
155,MX,1998,990.04255715,0.05,2.97916666667,0.0,2.72222222222,0.0205386208444,0.136495255579,0.0,0.0267891758879
156,MX,2001,1688.09697773,0.0,1.44444444444,0.0,6.99079365079,0.0,0.0388132553722,0.0,0.040347695329
157,MX,2004,2730.34546565,1.0,9.08333333333,2.0,2.36563958917,0.148948980684,0.150905222518,0.18147869378,0.00844151935334
158,MX,2007,3378.2044214,0.5,15.5087301587,6.5,6.29930555556,0.0601920611206,0.208241331889,0.476695092216,0.0181675511171
159,MX,2010,4276.32745442,1.89285714286,6.72222222222,13.4818181818,26.2776034151,0.180012233903,0.0713047614082,0.781071448099,0.0598693361418
160,NL,1998,46960.3255175,5.92857142857,115.513158369,32.2,635.480513472,0.0513421551245,0.111577590599,0.169878345683,0.131844124623
161,NL,2001,60644.9012967,22.1035742036,242.356061901,54.475,1549.39445858,0.148225645002,0.181274289906,0.222544156617,0.248918598329
162,NL,2004,69852.9612784,9.92067099567,167.198383324,76.5297619048,2185.5724341,0.0577578956487,0.108573508265,0.271430589765,0.304838646374
163,NL,2007,70626.0309887,5.49943787931,172.782412391,73.3447979798,2374.6485656,0.0316671250153,0.110971473287,0.257286954405,0.327585135458
164,NL,2010,51027.4594431,10.4277777778,119.003481842,159.176587302,1756.05651194,0.0831080242513,0.105787009764,0.772838044891,0.335292766082
165,PL,1998,11705.9390424,5.70833333333,23.9656565657,14.75,37.4695048227,0.198316205273,0.0928666313951,0.312175640991,0.0311861194102
166,PL,2001,10578.3909085,4.75,20.7708333333,23.2,43.0428715729,0.182611924943,0.0890657908328,0.543352442002,0.039643434052
167,PL,2004,9914.0842428,7.4375,20.2797619048,33.6666666667,36.6491266716,0.305091080044,0.0927869429189,0.841319130277,0.0360164303674
168,PL,2007,8890.51474222,4.83333333333,29.4511904762,35.7833333333,40.4757583375,0.221092992337,0.150263177149,0.997165255055,0.0443565469269
169,PL,2010,12427.8874717,12.0,57.9099206349,87.6194444444,75.0313049715,0.392680260371,0.211364611957,1.74669240945,0.0588213285853
170,PT,1998,772.902813853,0.0,1.33333333333,4.0,2.0101010101,0.0,0.0782511029035,1.28217809482,0.0253386011467
171,PT,2001,1200.6254329,0.0,0.171428571429,9.63333333333,11.89,0.0,0.00647667771046,1.98784400005,0.0964859234559
172,PT,2004,1350.96723424,0.0,2.10476190476,1.0,9.4627960928,0.0,0.07066994899,0.183386952738,0.0682439738496
173,PT,2007,2017.75605305,3.16666666667,4.83333333333,10.5,14.6611111111,0.638247067802,0.108656248879,1.28924035271,0.0707926008644
174,PT,2010,2353.28343748,3.66666666667,7.95625,17.4333333333,40.947706229,0.633654215919,0.153359541673,1.83535232354,0.169529383462
175,RO,1998,3158.0981203,3.33333333333,7.16666666667,5.0,8.66666666667,0.42924798252,0.10293621741,0.39224519774,0.0267372117815
176,RO,2001,1719.27463925,6.66666666667,4.0,8.75,7.74166666667,1.57695253078,0.105533745873,1.26088664862,0.0438711332437
177,RO,2004,1553.37070707,10.6666666667,4.4,1.5,17.0125,2.7926000985,0.12848551942,0.23923757852,0.10670448377
178,RO,2007,1616.67186014,5.16666666667,5.59015151515,19.4166666667,21.3520238095,1.29970174174,0.15684775947,2.97554173452,0.128678742452
179,RO,2010,2687.78370669,10.3166666667,7.03822751323,28.3,54.5787903763,1.56099034986,0.118780624343,2.60858725844,0.197842335998
180,RU,1998,6785.99640383,8.625,25.329427736,15.0931818182,81.8711855445,0.516892957526,0.169312246438,0.551036578272,0.117545794592
181,RU,2001,9062.04769269,9.51666666667,23.491047101,17.1666666667,115.862376281,0.427084343482,0.117585197063,0.469324126878,0.124567781492
182,RU,2004,51465.3361399,53.45,160.357517895,135.333333333,335.712243879,0.422365106921,0.141335458102,0.651483191502,0.0635538711496
183,RU,2007,65904.4652527,71.9262626263,256.719856602,166.980555556,529.816454078,0.443841380731,0.176693771245,0.627717608041,0.0783249710691
184,RU,2010,71130.8116759,103.016666667,216.500467172,223.130555556,582.035368968,0.588985855404,0.138063122871,0.777167323873,0.0797225633025
185,SA,1998,124.691269841,1.0,0.0,0.0,0.122685185185,3.26151281112,0.0,0.0,0.00958618303483
186,SA,2001,299.694083694,0.0,0.0,0.666666666667,0.930158730159,0.0,0.0,0.551117017465,0.0302390775633
187,SA,2004,372.338492063,0.0,1.04395604396,0.0,0.802777777778,0.0,0.127180607926,0.0,0.0210061783455
188,SA,2007,591.057539683,0.0,2.8625,0.0,2.95972222222,0.0,0.219680927174,0.0,0.0487877549256
189,SA,2010,1043.74454786,0.0,2.19305555556,0.2,5.83142857143,0.0,0.0953085874195,0.0474732567167,0.0544340167284
190,SE,1998,51964.0545188,11.5879370629,57.4126373626,28.2666666667,574.600327992,0.0906897562328,0.0501165407933,0.134767390075,0.10773392482
191,SE,2001,57767.9929213,8.68892675951,136.991831339,69.0543650794,572.593502701,0.0611693681186,0.107568227366,0.296153662429,0.0965714559175
192,SE,2004,49367.0412909,4.88270757021,85.0304368745,57.5838095238,276.265812233,0.0402233975916,0.078129299437,0.288985826698,0.0545229928602
193,SE,2007,47545.7773627,18.5384920635,101.400106838,27.9694444444,258.497948978,0.158568745189,0.0967393309231,0.145742138505,0.0529705876695
194,SE,2010,40123.6565007,40.1676587302,95.6975468975,134.757539683,311.772655506,0.407128168328,0.108187459013,0.832081410584,0.0757054526137
195,SI,1998,1119.40555556,1.33333333333,1.75,1.66666666667,7.15,0.484402543836,0.0709132206231,0.368871024308,0.0622312072032
196,SI,2001,1540.28755221,0.0,4.75,4.0,8.57936507937,0.0,0.139884122589,0.643385746979,0.054267896133
197,SI,2004,2137.03298091,0.0,6.87619047619,0.5,3.76666666667,0.0,0.145953089676,0.0579658261125,0.0171725822845
198,SI,2007,2199.2385496,0.0,1.63333333333,1.0,2.14761904762,0.0,0.0336883007072,0.112652519837,0.0095142497964
199,SI,2010,2194.307241,0.866666666667,5.83333333333,3.33333333333,12.2178571429,0.160623762054,0.120585746676,0.37635228666,0.0542484393367
200,SK,1998,977.795122275,0.0,0.0,2.5,0.75,0.0,0.0,0.633439865602,0.00747313863366
201,SK,2001,1092.22970085,0.0,6.83333333333,2.0,2.54583333333,0.0,0.28378879467,0.453658720583,0.0227093983502
202,SK,2004,1045.43387446,0.0,9.06,5.0,7.46,0.0,0.393104711237,1.18491360568,0.0695235438252
203,SK,2007,1140.16515152,3.0,2.57142857143,2.5,5.69646825397,1.07006122792,0.102301810876,0.54323218879,0.0486774209843
204,SK,2010,1691.52218615,6.41666666667,0.520833333333,6.54166666667,9.76626984127,1.54271931598,0.0139668250152,0.95812894936,0.0562523490846
205,TR,1998,686.006071706,0.0,1.7525210084,2.0,0.597222222222,0.0,0.115880908768,0.722296126971,0.00848198776234
206,TR,2001,1572.6940101,3.0,1.08024691358,4.0,2.7685515873,0.775768531089,0.0311569846714,0.630128334554,0.0171513389444
207,TR,2004,3480.77518176,1.0,2.39238095238,3.0,5.56984126984,0.116836667922,0.0311767601203,0.213529818559,0.015590372324
208,TR,2007,10503.1969962,7.92857142857,15.809214212,11.9761904762,27.5408369408,0.306993067598,0.0682755790608,0.28249478413,0.0255473151102
209,TR,2010,13965.4323747,8.86666666667,49.9178571429,40.25,32.6206878307,0.25820290984,0.162135519287,0.714043629081,0.0227577001005
210,TW,1998,30557.6942252,5.79325396825,97.4859168609,6.58333333333,5060.72475262,0.0771004873962,0.144709791895,0.0533750769891,1.61354758726
211,TW,2001,94087.5212555,25.4443223443,313.117959818,13.75,10675.4759578,0.109980071633,0.150956761624,0.0362062812811,1.10546465544
212,TW,2004,129963.130896,32.813373979,603.654754412,52.7785714286,11980.5346772,0.102679999895,0.210690560968,0.100612216274,0.898143388492
213,TW,2007,176923.114944,84.3831709957,1293.02308636,202.336111111,14305.596639,0.193966353364,0.331511288352,0.283336204319,0.787791046177
214,TW,2010,169939.66208,101.98015873,1545.27035151,366.692018806,12830.6121209,0.244048459034,0.412464277062,0.534588924863,0.735600926811
215,US,1998,696436.57139,207.987469984,3529.69838776,67.785883969,18049.0071432,0.121453697202,0.229896652166,0.0241140937575,0.252500004384
216,US,2001,863418.566923,278.238163445,5326.37993689,154.709798535,26646.1524356,0.131054051349,0.279825557479,0.0443925085652,0.300678771071
217,US,2004,961563.296137,378.020924473,6571.44396985,332.595461483,31920.5027315,0.159879616878,0.309998470447,0.0856942517801,0.323430883502
218,US,2007,1015649.54277,484.700561532,6068.27627266,625.474607699,33919.4961884,0.194081786888,0.271017969204,0.152573481432,0.325383223731
